; This data has 27 inputs and 1 output and is suitable for discovering
; principal components. (ie testing Step "3," Menu option 2)
27 1 200
0.7478	0.71036	-0.381273	-0.286293	0.520408	0.472082	0.598132	-0.044576	0.466305	0.075794	-0.14138	0.2323	0.86706	0.47127	0.476517	0.477016	0.50025	0.49875	0.49975	0.499	0.499	0.4995	0.49775	0.4985	0.508499	0.50475	0.50575	0.213753
0.10408	0.181	-0.450537	-0.264348	-0.301311	-0.066176	-0.229508	-0.153998	0.29656	-0.120601	-0.03356	0.1792	4.36215	0.15612	0.666412	0.652036	0.290904	0.37145	0.849284	0.853335	0.573709	0.485004	0.540908	0.52448	0.400112	0.626914	0.89989	-0.110087
0.47924	0.44636	-0.115806	-0.136233	0.19598	-0.058335	-0.002124	-0.02494	-0.54724	-0.032536	0.24076	0.32945	-3.33333	0.33915	0.50425	0.523732	0.310239	0.400112	0.236494	0.414353	0.467546	0.45785	0.529715	0.458347	0.482757	0.600368	0.999998	-0.041638
0.18956	0.1366	0.246174	-0.011703	-0.252632	0.025862	-0.020916	0.121245	0.48916	0.089366	-0.12382	0.67065	0.18966	0.19806	0.605396	0.593391	0.458099	0.453881	0.65926	0.432907	0.49875	0.494	0.441519	0.489252	0.686326	0.677215	0.000032	0.073554
0.53288	0.45268	0.181164	0.375003	0.445313	0.249212	0.430744	0.156286	0.36883	0.167575	0.04144	0.677	0.33978	0.36426	0.528967	0.513497	0.592667	0.495	0.306613	0.527472	0.49625	0.529715	0.547358	0.525229	0.412655	0.820244	0.634368	0.202749
-0.33312	-0.27844	-1.180956	-1.132074	-0.859297	-0.656904	-0.42778	-0.50508	-1.047915	-0.5782	0.18032	1.1194	-0.55188	-0.32652	0.624103	0.598447	0.578837	0.629483	0.873581	0.816828	0.560206	0.551071	0.541901	0.563899	0.54066	0.828353	0.728099	-0.580992
-0.04116	-0.12128	-0.031737	-0.061857	0.263159	0.088889	0.064496	0.134395	-0.08734	0.063784	0.66746	0.65285	-0.85581	-0.04818	0.384143	0.402274	0.171647	0.209822	0.052005	0.048154	0.43807	0.374256	0.38746	0.336485	0.646114	0.936136	0.178286	0.111642
-0.40592	-0.29484	1.277817	0.679785	-0.116279	0.084112	-0.432084	0.276676	-0.298905	0.158391	0.40208	1.9025	0.16575	-0.18102	0.464808	0.44448	0.49375	0.487752	0.541901	0.536933	0.507249	0.518991	0.490251	0.50675	0.902736	0.836033	0.093384	0.180394
-0.92524	-1.06172	-1.361508	-1.339203	-1	-0.870968	0.541	-0.384891	-0.041155	-0.509946	0.99862	-0.0825	-0.67416	-0.91947	0.367025	0.399632	0.85346	0.647256	0.478513	0.541653	0.447692	0.562177	0.474522	0.52473	0.806589	0.99305	0.61254	-0.62793
-0.45856	-0.37716	0.802731	0.881637	1	0.2	-0.73238	0.02871	-0.633325	0.115462	0.15728	-0.18665	-2.27916	-0.20769	0.251807	0.233617	0.137051	0.263278	0.419701	0.263278	0.565128	0.419701	0.49475	0.433889	0.977067	0.449176	0.152516	0.114355
-0.52516	-0.47868	-0.349353	-0.207426	0.428572	-0.090909	-0.175668	-0.257538	-0.288265	-0.061206	-0.2169	-0.5897	0.05724	-0.45057	0.361006	0.38509	0.69211	0.627849	0.507999	0.508499	0.413625	0.5035	0.457602	0.5065	0.657686	0.382016	0.004893	-0.174224
-0.44844	-0.7688	1.47366	1.803468	-0.428572	0.230768	0.734736	0.690883	1.087205	0.688848	0.9373	-0.1282	-1.03449	-0.2409	0.348418	0.363779	0.401553	0.461079	0.512248	0.49425	0.482757	0.47178	0.482507	0.494	0.306188	0.176972	0.536684	0.460826
0.37312	0.72148	-0.966966	-1.305702	0.5	-0.142856	-1.004152	-0.570336	-1.49043	-0.669865	-0.94394	0.82175	-0.13221	0.21741	0.368653	0.306188	0.94931	0.95461	0.487003	0.513247	0.577617	0.672387	0.565619	0.647713	0.979265	0.421895	0.104425	-0.356596
0.34724	0.36968	0.437241	0.529752	0.2	0.571429	0.137408	0.111814	0.189505	0.189196	-0.4209	-0.52365	1.32258	0.23889	0.568075	0.642906	0.102753	0.077988	0.516494	0.489502	0.397953	0.344795	0.410718	0.351831	0.021605	0.898894	0.439301	0.341622
-0.59452	-0.63592	-0.284823	-0.438822	-0.2	-0.222223	-0.216748	-0.178392	-0.12125	-0.207588	-0.42492	-1.2587	-0.42729	-0.47568	0.563407	0.566111	0.685249	0.663739	0.512248	0.574443	0.509749	0.514746	0.50575	0.515745	0.172644	0.20262	0.942892	-0.200308
0.67424	0.601	-0.275715	-0.697215	0.2	0	0.123308	0.18623	0.56924	-0.146103	-0.8211	-1.46655	1.00929	0.6723	0.334478	0.330705	0.37075	0.357094	0.487003	0.461079	0.482257	0.476767	0.492251	0.479511	0.180199	0.039053	0.28864	0.093115
0.1284	0.30632	0.180978	0.703308	0.181819	0	-0.038848	0.00035	-0.453215	0.300501	-1.64966	-0.40455	-1.09962	0.05979	0.641067	0.619164	0.395321	0.343666	0.512248	0.499	0.508249	0.523732	0.524979	0.489252	0.058415	0.028305	0.904823	0.000175
-0.0094	-0.08236	-0.5628	-0.344499	-0.181819	0.333334	0.153636	-0.397461	0.22457	-0.211685	-1.03314	-0.6563	-0.12639	-0.12267	0.509249	0.552061	0.567093	0.655657	0.516494	0.499	0.496	0.49975	0.47552	0.521237	0.006861	0.283737	0.083402	-0.032064
0.31576	0.39348	0.722142	0.508425	0.5	0.188405	0.092272	0.425245	0.13059	0.32069	-1.23296	-1.1335	0.243	0.37206	0.474023	0.456609	0.321257	0.411686	0.482757	0.565128	0.511248	0.456113	0.507999	0.481009	0.062797	0.185276	0.439301	0.306825
0.63488	0.51288	0.546525	0.663672	0.316456	0.286955	0.726708	0.38983	0.2642	0.216716	0.39886	0.43435	-0.15471	0.45006	0.557495	0.574443	0.736722	0.633671	0.57542	0.560453	0.50675	0.548348	0.50425	0.528967	0.05295	0.077201	0.631347	0.338393
0.03228	-0.02572	-0.543051	-0.884313	-0.424658	-0.333332	-0.544348	-0.21028	0.00157	-0.162282	-1.52736	-0.02535	0.69648	0.08385	0.640146	0.606112	0.765128	0.746494	0.604201	0.650673	0.57542	0.603005	0.511998	0.533201	0.718493	0.723722	0.424091	-0.271806
0.43624	0.58648	0.130284	0.144384	0.511627	0.417323	0.133796	0.00677	0.23169	0.083304	0.45802	-0.22925	2.14323	0.26199	0.485004	0.470285	0.236133	0.20262	0.371217	0.330483	0.439301	0.435118	0.49775	0.471282	0.037507	0.490751	0.822299	0.212047
0.50748	0.45152	0.274629	0.386673	0.044118	0	0.235116	0.094658	0.02982	0.080394	-2.1183	-0.10255	-0.23241	0.27702	0.593873	0.627615	0.560206	0.539915	0.678088	0.731452	0.512248	0.50125	0.511498	0.511248	0.723722	0.382016	0.994165	0.047329
-0.35196	-0.27216	-0.965058	-0.944106	-0.543477	-0.2	-0.272924	-0.360176	0.00564	-0.177479	-0.20202	-1.10295	-0.13623	-0.1635	0.615384	0.597005	0.642217	0.62855	0.524979	0.499	0.52448	0.525478	0.4995	0.512997	0.01904	0.449176	0.36216	-0.280088
0.35024	0.34008	0.251421	0.393708	0.125	0.047619	-0.19644	0.020911	0.120945	0.129928	1.05576	-0.48805	0.83682	0.25299	0.380365	0.404681	0.155251	0.246011	0.299433	0.360545	0.469787	0.421163	0.498	0.46904	0.425069	0.08997	0.421163	0.034265
0.14824	0.0746	0.801981	0.764907	0.55372	0.294118	0.703012	0.463185	0.55794	0.30037	1.40512	0.72855	0.59955	0.19017	0.573709	0.56832	0.581029	0.589283	0.524979	0.527472	0.48026	0.5025	0.5055	0.518741	0.866111	0.272693	0.897615	0.378652
