; This data has 5 inputs and 1 output and is suitable for testing and debugging step 3 & the bonus step.
5 1 200
0.520408	0.472082	0.598132	-0.044576	0.466305	0.213753
-0.301311	-0.066176	-0.229508	-0.153998	0.29656	-0.110087
0.19598	-0.058335	-0.002124	-0.02494	-0.54724	-0.041638
-0.252632	0.025862	-0.020916	0.121245	0.48916	0.073554
0.445313	0.249212	0.430744	0.156286	0.36883	0.202749
-0.859297	-0.656904	-0.42778	-0.50508	-1.047915	-0.580992
0.263159	0.088889	0.064496	0.134395	-0.08734	0.111642
-0.116279	0.084112	-0.432084	0.276676	-0.298905	0.180394
-1	-0.870968	0.541	-0.384891	-0.041155	-0.62793
1	0.2	-0.73238	0.02871	-0.633325	0.114355
0.428572	-0.090909	-0.175668	-0.257538	-0.288265	-0.174224
-0.428572	0.230768	0.734736	0.690883	1.087205	0.460826
0.5	-0.142856	-1.004152	-0.570336	-1.49043	-0.356596
0.2	0.571429	0.137408	0.111814	0.189505	0.341622
-0.2	-0.222223	-0.216748	-0.178392	-0.12125	-0.200308
0.2	0	0.123308	0.18623	0.56924	0.093115
0.181819	0	-0.038848	0.00035	-0.453215	0.000175
-0.181819	0.333334	0.153636	-0.397461	0.22457	-0.032064
0.5	0.188405	0.092272	0.425245	0.13059	0.306825
0.316456	0.286955	0.726708	0.38983	0.2642	0.338393
-0.424658	-0.333332	-0.544348	-0.21028	0.00157	-0.271806
0.511627	0.417323	0.133796	0.00677	0.23169	0.212047
0.044118	0	0.235116	0.094658	0.02982	0.047329
-0.543477	-0.2	-0.272924	-0.360176	0.00564	-0.280088
0.125	0.047619	-0.19644	0.020911	0.120945	0.034265
0.55372	0.294118	0.703012	0.463185	0.55794	0.378652
-0.182392	-0.029788	-0.417116	-0.239315	-0.245275	-0.134552
0.500001	0.335277	0.819096	0.184961	0.6754	0.260119
-0.659574	-0.304844	-0.924384	-0.584465	-0.664965	-0.444655
0.480519	0.175676	0.492924	0.411606	0.15304	0.293641
0.33913	0.074469	0.471796	0.200611	0.4081	0.13754
-0.184615	-0.025381	-0.415604	-0.129809	0.19964	-0.077595
0.123967	0.113164	0.393624	0.194407	0.4577	0.153786
-0.651822	-0.28877	-1.077192	-0.330367	-0.816655	-0.309569
0.333332	0.085909	0.250628	-0.111043	0.71207	-0.012567
0.353384	0.225491	0.431608	0.181303	0.267145	0.203397
0.037433	0.009901	0.261488	0.236264	0.16649	0.123083
-0.920792	-0.593751	-0.167376	-0.817447	-0.22887	-0.705599
0.826087	0.353236	-0.080436	0.820492	-0.336105	0.586864
-0.076923	0.114006	-0.151612	-0.3752	0.60727	-0.130597
-0.411765	-0.357143	-0.005456	-0.051144	-0.049715	-0.204144
0.047619	0.024098	-0.135108	0.174473	-0.159385	0.099286
-0.26923	-0.118421	-0.046328	0.131226	-0.382145	0.006403
0.02564	0.056337	-0.001996	-0.188353	-0.219255	-0.066008
0.844358	0.504951	1.130172	0.381629	1.176665	0.44329
-0.316667	-0.104117	-0.491612	-0.481784	0.166615	-0.292951
-0.060344	-0.042254	-0.962856	0.056514	-1.133495	0.00713
-0.626866	-0.434597	0.82338	-0.390646	0.88825	-0.412622
-0.612903	-0.614458	-0.54458	0.615406	-1.03202	0.000474
0.727273	0.536231	0.497896	0.044245	-0.06385	0.290238
0.012987	-0.104166	-2.071152	-0.543265	-1.96875	-0.323716
0.1875	0.271186	1.132444	0.308007	1.0996	0.289597
-0.407407	-0.209677	1.078676	0.244894	1.54762	0.017609
0.272727	-1	-0.296628	-0.109621	-0.313255	-0.554811
-0.272727	1	-0.3002	-0.167043	-0.536165	0.416479
0.314286	0.054545	0.201072	0.00778	0.27279	0.031163
-0.033708	0.093751	0.214304	0.269573	0.152755	0.181662
-0.409836	-0.296298	-0.629452	-0.471224	-0.74918	-0.383761
0	-0.134328	0.453892	0.18921	0.40402	0.027441
0.709678	0.389474	0.47566	0.404132	0.10794	0.396803
-0.300614	0.00752	-0.381676	-0.272218	0.19147	-0.132349
0.427136	0.202379	0.86786	0.302131	0.2592	0.252255
0.086817	0.133048	-0.193752	0.037689	-0.022705	0.085369
-0.368422	-0.194571	-0.552748	-0.54828	-0.141475	-0.371426
0.087719	0.400675	0.073216	0.178912	0.128205	0.289794
0.234568	0.063062	0.3539	0.2849	0.011805	0.173981
-0.013514	0.059761	-0.186532	-0.024723	0.41329	0.017519
-0.069596	0.005607	0.249668	0.149504	-0.12663	0.077556
-0.558283	-0.358585	-0.42968	-0.364539	-0.307145	-0.361562
-0.220339	-0.128891	-0.288184	0.03749	-0.16718	-0.045701
0.5	0.169493	0.164912	0.201727	0.15231	0.18561
0	0.024736	-0.220496	-0.207413	-0.366125	-0.091339
0.292308	0.205479	0.471124	0.041259	0.758285	0.123369
-0.217391	-0.208792	-0.178208	0.18651	-0.409205	-0.011141
0.316456	0.046357	0.504216	0.030746	0.086995	0.038552
-0.659575	-0.344681	-0.53572	-0.238478	-0.18875	-0.29158
-0.084745	0.158472	-0.335708	-0.130293	0.1442	0.01409
-0.5	-0.442178	0.277924	-0.175348	-0.53939	-0.308763
0.052633	0.057472	-0.242212	0.309582	0.081995	0.183527
0.310344	0.2	0.136832	-0.004003	0.09821	0.097999
-0.310344	-0.232143	-0.191036	0.060626	0.220015	-0.085759
0.354838	0.131313	0.223408	0.108456	-0.15781	0.119885
-0.076923	0.026087	-0.249724	-0.404978	0.107385	-0.189446
0.28	-0.072727	0.208028	0.071138	-0.160285	-0.000794
-0.488373	-0.324676	-0.244736	-0.308664	0.060405	-0.31667
-0.466666	-0.130435	0.018496	0.451682	-0.627915	0.160624
0	-0.290323	0.234712	-0.33729	0.30084	-0.313807
-0.142857	0.352942	-0.027788	0.489977	0.3599	0.42146
-0.2	-0.483872	0.231456	-0.42317	-0.239405	-0.453521
0.2	-0.142856	0.213892	-0.509769	0.290325	-0.326313
0	0.555556	0.068632	0.837456	-0.19593	0.696506
0.777778	0.16	-0.17132	-0.391748	-0.125425	-0.115874
-0.170732	0.09375	-0.55816	-0.245677	-0.25206	-0.075964
-0.096774	-0.014492	0.210052	-0.012703	0.2402	-0.013598
0.471699	0.190476	0.6924	0.622566	-0.010105	0.406521
-0.238095	0	-0.625448	-0.52742	0.454395	-0.26371
0.2	0.082569	0.093924	-0.242437	-0.00999	-0.079934
-0.043478	-0.063063	0.264864	0.581789	0.076595	0.259363
0.108108	0.147542	-0.90776	-0.199722	-1.35949	-0.02609
-0.242424	-0.102364	1.014464	0.217509	1.326685	0.057573
-0.06383	-0.151515	-0.364356	-0.455283	0.15561	-0.303399
0.137254	-0.012048	0.210352	0.414177	-0.062705	0.201065
-0.45	-0.138888	-1.442308	-0.484772	-1.213715	-0.31183
0.266668	0.173333	1.040792	0.342298	1.577565	0.257816
-0.52	-0.189189	0.061332	0.016913	-0.845235	-0.086138
0.294117	-0.276596	0.059044	0.062562	-0.277675	-0.107017
-0.22222	0.170732	0.048356	-0.332343	0.692335	-0.080806
0.61111	0.238095	0.985988	0.565889	-0.263075	0.401992
-0.115385	-0.012987	-0.63274	-0.123528	-0.33216	-0.068258
-0.586207	-0.381818	-0.720196	-0.446922	-0.303515	-0.41437
0.399999	-0.133332	0.645628	0.097917	0.68915	-0.017708
0.200001	0.16129	-0.315192	-0.04745	-0.84888	0.05692
0.125	-0.125001	0.848312	0.188684	0.76997	0.031842
-0.5	-0.473684	-0.609708	-0.391484	-0.266385	-0.432584
0.099999	0.642857	-0.1398	0.400175	0.24053	0.521516
0.214286	-0.179486	-0.173716	-0.532376	-0.839385	-0.355931
0.514286	-0.230769	0.681016	0.690521	0.762845	0.229876
-0.204546	0.836066	0.013	-0.047756	-0.09818	0.394155
